GOLDPOS	SID	TID	TOKEN	POS1	POS2
_	23	13	.	$.	$.
_	23	14	eurer	PPOSAT	PPOSAT
ADJA	23	15	fürstlichen	NN	ADJA
_	23	16	Gnaden	NN	NN
ADJA	23	17	untertäniger	NN	ADJA
_	23	18	M.	NE	NE
_	23	19	Johannes	NE	NE
_	23	20	Philippus	NE	NE
_	23	21	Brendel	NE	NE
_	23	22	/	$(	$(
_	23	23	jetzt	ADV	ADV
_	23	24	Medikus	NN	NN
ADV	23	25	daselbst	PAV	ADV
_	23	26	.	$.	$.
_	23	27	so	ADV	ADV
_	23	28	weit	ADJD	ADJD
_	23	29	und	KON	KON
_	23	30	breit	ADJD	ADJD
_	23	31	nicht	PTKNEG	PTKNEG
_	23	32	allein	ADV	ADV
_	23	33	in	APPR	APPR
_	23	34	dieser	PDAT	PDAT
_	23	35	Gegend	NN	NN
_	23	36	/	$(	$(
_	23	37	sondern	KON	KON
_	23	38	auch	ADV	ADV
_	23	39	fast	ADV	ADV
_	23	40	im	APPRART	APPRART
_	23	41	ganzen	ADJA	ADJA
NN	23	42	Deutschen	ADJA	NN
_	23	43	/	$(	$(
_	23	44	auch	ADV	ADV
_	23	45	wohl	ADV	ADV
PIAT	23	46	anderen	ADJA	PIS
_	23	47	Ländern	NN	NN
_	23	48	der	ART	ART
_	23	49	neuerfundene	ADJA	ADJA
_	23	50	/	$(	$(
_	23	51	oder	KON	KON
_	23	52	jetzo	ADV	ADV
_	23	53	aufs	APPRART	APPRART
NN	23	54	Neue	ADJD	ADJA
_	23	55	ausgeschriene	ADJA	ADJA
_	23	56	und	KON	KON
_	23	57	berühmte	ADJA	ADJA
_	23	58	Brunnen	NN	NN
_	23	59	in	APPR	APPR
_	23	60	Meißen	NE	NE
_	23	61	/	$(	$(
_	23	62	bei	APPR	APPR
_	23	63	der	ART	ART
_	23	64	Zwönitz	NN	NN
_	23	65	gelegen	VVPP	VVPP
_	23	66	/	$(	$(
_	23	67	bekannt	ADJD	ADJD
_	23	68	ist	VAFIN	VAFIN
_	23	69	/	$(	$(
_	23	70	so	ADV	ADV
_	23	71	sehr	ADV	ADV
_	23	72	wundert	VVFIN	VVFIN
_	23	73	mich	PPER	PPER
_	23	74	/	$(	$(
KOUS	23	75	das	ART	PRELS
_	23	76	sich	PRF	PRF
_	23	77	noch	ADV	ADV
_	23	78	zur	APPRART	APPRART
_	23	79	Zeit	NN	NN
_	23	80	niemand	PIS	PIS
_	23	81	/	$(	$(
PRELS	23	82	welcher	PWAT	PWS
_	23	83	von	APPR	APPR
_	23	84	seiner	PPOSAT	PPOSAT
_	23	85	Natur	NN	NN
_	23	86	und	KON	KON
_	23	87	Gebrauch	NN	NN
PIAT	23	88	etwas	PIS	PIAT
NN	23	89	Gründliches	ADJA	NN
_	23	90	in	APPR	APPR
_	23	91	Druck	NN	NN
VVFIN	23	92	verfertigt	VVFIN	VVPP
_	23	93	/	$(	$(
VVPP	23	94	gefunden	VVFIN	VVPP
_	23	95	.	$.	$.
_	24	1	zwar	ADV	ADV
_	24	2	ich	PPER	PPER
_	24	3	muss	VMFIN	VMFIN
_	24	4	selber	ADV	ADV
VVINF	24	5	bekennen	VVFIN	VVINF
_	24	6	/	$(	$(
_	24	7	dass	KOUS	KOUS
_	24	8	ich	PPER	PPER
_	24	9	viel	ADV	ADV
ADV	24	10	lieber	ADV	ADJD
_	24	11	einen	ART	ART
PIS	24	12	anderen	ADJA	PIS
_	24	13	/	$(	$(
PRELS	24	14	welcher	PWAT	PWS
_	24	15	davon	PAV	PAV
_	24	16	seine	PPOSAT	PPOSAT
_	24	17	Meinung	NN	NN
_	24	18	an	APPR	APPR
_	24	19	Tag	NN	NN
_	24	20	gegeben	VVPP	VVPP
_	24	21	hätte	VAFIN	VAFIN
_	24	22	/	$(	$(
_	24	23	lesen	VVINF	VVINF
_	24	24	wollte	VMFIN	VMFIN
_	24	25	/	$(	$(
_	24	26	als	KOKOM	KOKOM
_	24	27	dass	KOUS	KOUS
_	24	28	ich	PPER	PPER
_	24	29	hiervon	PAV	PAV
PIS	24	30	etwas	PIS	ADV
_	24	31	schreiben	VVINF	VVINF
_	24	32	und	KON	KON
_	24	33	in	APPR	APPR
_	24	34	Druck	NN	NN
_	24	35	gehen	VVINF	VVINF
_	24	36	lassen	VVINF	VVINF
_	24	37	soll	VMFIN	VMFIN
_	24	38	/	$(	$(
_	24	39	besonders	ADV	ADV
_	24	40	jetziger	ADJA	ADJA
_	24	41	Zeit	NN	NN
_	24	42	Gelegenheit	NN	NN
PTKVZ	24	43	nach	APPR	PTKVZ
_	24	44	/	$(	$(
KOUS	24	45	da	ADV	KOUS
_	24	46	man	PIS	PIS
PIAT	24	47	wenige	PIS	PIAT
_	24	48	Leute	NN	NN
_	24	49	findet	VVFIN	VVFIN
_	24	50	/	$(	$(
PRELS	24	51	die	ART	PRELS
_	24	52	eines	ART	ART
PIAT	24	53	anderen	ADJA	PIAT
_	24	54	Arbeit	NN	NN
_	24	55	in	APPR	APPR
NN	24	56	Gutem	ADJA	NN
_	24	57	/	$(	$(
KOKOM	24	58	wie	KOKOM	KOUS
_	24	59	sie	PPER	PPER
_	24	60	gemeint	VVPP	VVPP
_	24	61	aufnehmen	VVINF	VVINF
_	24	62	/	$(	$(
_	24	63	hergegen	ADV	ADV
_	24	64	aber	ADV	ADV
_	24	65	so	ADV	ADV
PIAT	24	66	viele	ADV	PIAT
_	24	67	Schmeißhummeln	NN	NN
_	24	68	und	KON	KON
_	24	69	Momi	NN	NN
ADV	24	70	haufenweise	ADV	ADJD
_	24	71	/	$(	$(
KOKOM	24	72	wie	KOKOM	KOUS
_	24	73	die	ART	ART
_	24	74	Staren	NN	NN
_	24	75	/	$(	$(
_	24	76	sich	PRF	PRF
_	24	77	finden	VVINF	VVINF
_	24	78	/	$(	$(
PRELS	24	79	welche	PWAT	PRELS
_	24	80	/	$(	$(
_	24	81	wenn	KOUS	KOUS
_	24	82	sie	PPER	PPER
ADV	24	83	gleich	ADV	ADJD
_	24	84	für	APPR	APPR
_	24	85	sich	PRF	PRF
_	24	86	selbst	ADV	ADV
PIAT	24	87	nichts	PIS	PIAT
_	24	88	Gutes	NN	NN
_	24	89	tun	VVINF	VVINF
_	24	90	/	$(	$(
KON	24	91	doch	ADV	KON
_	24	92	alles	PIS	PIS
_	24	93	/	$(	$(
PRELS	24	94	was	PWS	PRELS
_	24	95	ihnen	PPER	PPER
_	24	96	unter	APPR	APPR
_	24	97	ihre	PPOSAT	PPOSAT
_	24	98	Krallen	NN	NN
_	24	99	kommt	VVFIN	VVFIN
_	24	100	/	$(	$(
_	24	101	es	PPER	PPER
_	24	102	sei	VAFIN	VAFIN
_	24	103	so	ADV	ADV
_	24	104	gut	ADJD	ADJD
_	24	105	oder	KON	KON
_	24	106	doch	ADV	ADV
_	24	107	wohlgemeint	ADJD	ADJD
_	24	108	es	PPER	PPER
_	24	109	immer	ADV	ADV
_	24	110	wolle	VMFIN	VMFIN
_	24	111	/	$(	$(
_	24	112	tadeln	VVINF	VVINF
_	24	113	und	KON	KON
_	24	114	vernichten	VVINF	VVINF
_	24	115	.	$.	$.
_	25	1	dessen	PDS	PDS
_	25	2	aber	ADV	ADV
APPO	25	3	ungeachtet	APPR	APPO
_	25	4	/	$(	$(
ADV	25	5	dieweil	KOUS	ADV
_	25	6	gleichwohl	ADV	ADV
_	25	7	allerlei	PIAT	PIAT
_	25	8	Ungelegenheiten	NN	NN
_	25	9	aus	APPR	APPR
_	25	10	Mangel	NN	NN
_	25	11	eines	ART	ART
_	25	12	gründlichen	ADJA	ADJA
_	25	13	Berichts	NN	NN
_	25	14	von	APPR	APPR
_	25	15	dieses	PDAT	PDAT
_	25	16	Brunnens	NN	NN
_	25	17	Natur	NN	NN
_	25	18	/	$(	$(
_	25	19	Wirkung	NN	NN
_	25	20	und	KON	KON
_	25	21	nützlichem	ADJA	ADJA
_	25	22	Brauch	NN	NN
_	25	23	entstehen	VVINF	VVINF
_	25	24	/	$(	$(
_	25	25	in	APPR	APPR
_	25	26	dem	ART	ART
_	25	27	der	ART	ART
_	25	28	gemeine	ADJA	ADJA
NN	25	29	Mann	PIS	NN
_	25	30	eine	ART	ART
FM	25	31	Panacaeam	NE	NN
_	25	32	daraus	PAV	PAV
_	25	33	machen	VVINF	VVINF
_	25	34	/	$(	$(
_	25	35	und	KON	KON
_	25	36	dafür	PAV	PAV
_	25	37	halten	VVINF	VVINF
_	25	38	will	VMFIN	VMFIN
_	25	39	/	$(	$(
_	25	40	dass	KOUS	KOUS
_	25	41	er	PPER	PPER
_	25	42	alle	PIAT	PIAT
_	25	43	Krankheiten	NN	NN
VVFIN	25	44	heile	ADJA	VVFIN
_	25	45	/	$(	$(
_	25	46	welches	PWS	PWS
_	25	47	/	$(	$(
_	25	48	dieweil	KOUS	KOUS
_	25	49	es	PPER	PPER
_	25	50	nicht	PTKNEG	PTKNEG
_	25	51	geschieht	VVFIN	VVFIN
_	25	52	/	$(	$(
_	25	53	nicht	PTKNEG	PTKNEG
_	25	54	allein	ADV	ADV
_	25	55	die	ART	ART
_	25	56	Zehrung	NN	NN
_	25	57	oder	KON	KON
_	25	58	Fuhrlohn	NN	NN
_	25	59	umsonst	ADV	ADV
_	25	60	angewendet	VVPP	VVPP
_	25	61	/	$(	$(
PRELS	25	62	welches	PRELS	PWS
_	25	63	noch	ADV	ADV
_	25	64	zu	PTKZU	PTKZU
VVPP	25	65	vergessen	VVPP	VVINF
_	25	66	wäre	VAFIN	VAFIN
_	25	67	/	$(	$(
_	25	68	sondern	KON	KON
_	25	69	auch	ADV	ADV
PIAT	25	70	viele	ADV	PIAT
_	25	71	Leute	NN	NN
_	25	72	sich	PRF	PRF
_	25	73	damit	PAV	PAV
VVFIN	25	74	verderben	VVFIN	VVINF
_	25	75	/	$(	$(
KOUS	25	76	wie	KOKOM	KOUS
_	25	77	ich	PPER	PPER
_	25	78	selbst	ADV	ADV
_	25	79	weiß	VVFIN	VVFIN
_	25	80	/	$(	$(
_	25	81	dass	KOUS	KOUS
PIS	25	82	etliche	PIAT	PIS
_	25	83	/	$(	$(
_	25	84	so	ADV	ADV
_	25	85	diesen	PDAT	PDAT
_	25	86	Brunnen	NN	NN
_	25	87	gebraucht	VVPP	VVPP
_	25	88	/	$(	$(
_	25	89	Hauptwehtage	NN	NN
_	25	90	/	$(	$(
_	25	91	Reißen	NN	NN
_	25	92	in	APPR	APPR
_	25	93	Gliedern	NN	NN
_	25	94	/	$(	$(
NN	25	95	Convulsiones	NE	NN
_	25	96	und	KON	KON
PIAT	25	97	andere	ADJA	PIS
_	25	98	Beschwerung	NN	NN
_	25	99	davon	PAV	PAV
_	25	100	erregt	VVPP	VVPP
_	25	101	/	$(	$(
_	25	102	und	KON	KON
PAV	25	103	derowegen	ADV	ADJA
_	25	104	Arznei	NN	NN
VVINF	25	105	brauchen	VVFIN	VVINF
VMFIN	25	106	müssen	VMFIN	VMINF
_	25	107	.	$.	$.
_	26	1	dadurch	PAV	PAV
KON	26	2	denn	KON	ADV
ADV	26	3	ferner	ADV	ADJA
_	26	4	Ursache	NN	NN
_	26	5	und	KON	KON
_	26	6	Anlass	NN	NN
VVPP	26	7	gegeben	VVINF	VVPP
_	26	8	wird	VAFIN	VAFIN
_	26	9	/	$(	$(
KOUS	26	10	das	ART	PRELS
_	26	11	dieser	PDAT	PDAT
_	26	12	Brunnen	NN	NN
_	26	13	/	$(	$(
PRELS	26	14	welcher	PWAT	PWS
_	26	15	in	APPR	APPR
_	26	16	gewissen	ADJA	ADJA
_	26	17	Krankheiten	NN	NN
_	26	18	/	$(	$(
_	26	19	und	KON	KON
_	26	20	auf	APPR	APPR
_	26	21	gewisse	ADJA	ADJA
_	26	22	Maß	NN	NN
_	26	23	und	KON	KON
_	26	24	Weise	NN	NN
_	26	25	gebraucht	VVPP	VVPP
_	26	26	/	$(	$(
_	26	27	eine	ART	ART
_	26	28	sonderliche	ADJA	ADJA
_	26	29	Gabe	NN	NN
_	26	30	/	$(	$(
_	26	31	Werk	NN	NN
_	26	32	und	KON	KON
_	26	33	Geschöpf	NN	NN
_	26	34	Gottes	NN	NN
_	26	35	ist	VAFIN	VAFIN
_	26	36	/	$(	$(
_	26	37	von	APPR	APPR
PIS	26	38	vielen	PIAT	PIS
_	26	39	vernichtet	VVPP	VVPP
_	26	40	/	$(	$(
_	26	41	ja	ADV	ADV
_	26	42	wohl	ADV	ADV
_	26	43	für	APPR	APPR
_	26	44	schädlich	ADJD	ADJD
_	26	45	und	KON	KON
_	26	46	giftig	ADJD	ADJD
_	26	47	ausgeschrien	VVPP	VVPP
_	26	48	wird	VAFIN	VAFIN
_	26	49	.	$.	$.
_	27	1	zu	APPR	APPR
_	27	2	dem	ART	ART
_	27	3	auch	ADV	ADV
_	27	4	allen	PIAT	PIAT
NN	27	5	Medizis	NE	NN
_	27	6	,	$,	$,
_	27	7	ja	ADV	ADV
_	27	8	allen	PIAT	PIAT
NN	27	9	Physicis	NE	NN
_	27	10	oder	KON	KON
_	27	11	Naturkündigern	NN	NN
_	27	12	obliegen	VVINF	VVINF
_	27	13	und	KON	KON
_	27	14	gebühren	VVINF	VVINF
_	27	15	will	VMFIN	VMFIN
_	27	16	/	$(	$(
PAV	27	17	darob	PAV	ADV
_	27	18	zu	PTKZU	PTKZU
_	27	19	sein	VAINF	VAINF
_	27	20	/	$(	$(
_	27	21	dass	KOUS	KOUS
_	27	22	dieses	PDAT	PDAT
_	27	23	so	ADV	ADV
_	27	24	weit	ADJD	ADJD
_	27	25	und	KON	KON
_	27	26	hochberühmten	ADJA	ADJA
_	27	27	Brunnens	NN	NN
_	27	28	Art	NN	NN
_	27	29	und	KON	KON
_	27	30	Eigenschaft	NN	NN
_	27	31	nicht	PTKNEG	PTKNEG
_	27	32	verborgen	VVPP	VVPP
_	27	33	bleibe	VVFIN	VVFIN
_	27	34	/	$(	$(
_	27	35	sondern	KON	KON
VVPP	27	36	erkundigt	VVFIN	VVPP
_	27	37	/	$(	$(
_	27	38	und	KON	KON
_	27	39	/	$(	$(
_	27	40	wie	KOKOM	KOKOM
_	27	41	männiglich	ADJD	ADJD
_	27	42	wünscht	VVFIN	VVFIN
_	27	43	/	$(	$(
_	27	44	hofft	VVFIN	VVFIN
_	27	45	/	$(	$(
_	27	46	und	KON	KON
_	27	47	mit	APPR	APPR
_	27	48	Verlangen	NN	NN
_	27	49	danach	PAV	PAV
_	27	50	wartet	VVFIN	VVFIN
_	27	51	/	$(	$(
_	27	52	ans	APPRART	APPRART
_	27	53	Licht	NN	NN
VVPP	27	54	gebracht	VVFIN	VVPP
_	27	55	werde	VAFIN	VAFIN
_	27	56	:	$.	$.
_	28	1	als	KOKOM	KOKOM
_	28	2	habe	VAFIN	VAFIN
_	28	3	ich	PPER	PPER
_	28	4	/	$(	$(
_	28	5	sonderlich	ADJD	ADJD
_	28	6	auf	APPR	APPR
_	28	7	vieler	PIAT	PIAT
_	28	8	vornehmer	ADJA	ADJA
_	28	9	und	KON	KON
_	28	10	gutherziger	ADJA	ADJA
_	28	11	Leute	NN	NN
NN	28	12	Anhalten	VVINF	NN
_	28	13	/	$(	$(
ADV	28	14	kürzlich	ADV	ADJD
_	28	15	hiervon	PAV	PAV
_	28	16	meine	PPOSAT	PPOSAT
_	28	17	Meinung	NN	NN
_	28	18	/	$(	$(
_	28	19	so	ADV	ADV
_	28	20	gut	ADJD	ADJD
_	28	21	mir	PPER	PPER
_	28	22	es	PPER	PPER
_	28	23	unser	PPOSAT	PPOSAT
_	28	24	Herr	NN	NN
_	28	25	Gott	NN	NN
VVFIN	28	26	beschert	VVPP	VVFIN
_	28	27	/	$(	$(
_	28	28	niemands	PIS	PIS
_	28	29	vorgegriffen	VVPP	VVPP
_	28	30	/	$(	$(
_	28	31	öffentlich	ADJD	ADJD
_	28	32	dartun	VVINF	VVINF
_	28	33	wollen	VMFIN	VMFIN
_	28	34	.	$.	$.
_	29	1	welches	PWS	PWS
_	29	2	der	ART	ART
_	29	3	gutherzige	ADJA	ADJA
_	29	4	Leser	NN	NN
_	29	5	im	APPRART	APPRART
NN	29	6	Besten	ADJA	NN
_	29	7	vormerken	VVINF	VVINF
_	29	8	/	$(	$(
_	29	9	und	KON	KON
KOUS	29	10	da	ADV	KOUS
_	29	11	ich	PPER	PPER
_	29	12	verhoffentlich	ADJD	ADJD
_	29	13	den	ART	ART
_	29	14	Zweck	NN	NN
_	29	15	getroffen	VVPP	VVPP
_	29	16	/	$(	$(
_	29	17	ihm	PPER	PPER
_	29	18	meine	PPOSAT	PPOSAT
_	29	19	gutherzige	ADJA	ADJA
_	29	20	Wohlmeinung	NN	NN
_	29	21	gefallen	VVPP	VVPP
_	29	22	lassen	VVINF	VVINF
_	29	23	/	$(	$(
KOUS	29	24	da	ADV	KOUS
_	29	25	er	PPER	PPER
_	29	26	aber	ADV	ADV
_	29	27	einer	ART	ART
PIAT	29	28	anderen	ADJA	PIAT
_	29	29	Meinung	NN	NN
_	29	30	/	$(	$(
PRELS	29	31	welche	PWAT	PRELS
ADV	29	32	bas	NN	NE
_	29	33	gegründet	VVPP	VVPP
_	29	34	/	$(	$(
PDS	29	35	dieselbige	PDAT	ADJA
_	29	36	gemeines	ADJA	ADJA
_	29	37	Nutzens	NN	NN
APPO	29	38	halben	ADJA	APPO
_	29	39	nicht	PTKNEG	PTKNEG
_	29	40	verhehlen	VVINF	VVINF
_	29	41	wolle	VMFIN	VMFIN
_	29	42	.	$.	$.
_	30	1	soll	VMFIN	VMFIN
_	30	2	als	KOKOM	KOKOM
_	30	3	dann	ADV	ADV
_	30	4	mir	PPER	PPER
_	30	5	genug	ADV	ADV
_	30	6	sein	VAINF	VAINF
_	30	7	/	$(	$(
_	30	8	dass	KOUS	KOUS
_	30	9	/	$(	$(
_	30	10	wo	PWAV	PWAV
_	30	11	ich	PPER	PPER
_	30	12	durch	APPR	APPR
_	30	13	diese	PDAT	PDAT
_	30	14	meine	PPOSAT	PPOSAT
_	30	15	/	$(	$(
_	30	16	wiewohl	KOUS	KOUS
_	30	17	geringschätzige	ADJA	ADJA
_	30	18	/	$(	$(
_	30	19	Arbeit	NN	NN
_	30	20	/	$(	$(
PIAT	30	21	nichts	PIS	PIAT
PIS	30	22	anderes	ADV	PIS
_	30	23	ausgerichtet	VVPP	VVPP
_	30	24	und	KON	KON
VVPP	30	25	erlangt	VVFIN	VVPP
_	30	26	/	$(	$(
KOUS	30	27	doch	ADV	KON
PIS	30	28	anderen	ADJA	PIS
_	30	29	den	ART	ART
_	30	30	Sachen	NN	NN
_	30	31	weiter	ADV	ADV
_	30	32	und	KON	KON
_	30	33	besser	ADJD	ADJD
PTKVZ	30	34	nach	APPR	APPO
_	30	35	zu	PTKZU	PTKZU
_	30	36	denken	VVINF	VVINF
_	30	37	/	$(	$(
_	30	38	und	KON	KON
_	30	39	die	ART	ART
_	30	40	Wahrheit	NN	NN
_	30	41	zu	PTKZU	PTKZU
_	30	42	erfinden	VVINF	VVINF
_	30	43	/	$(	$(
_	30	44	Ursache	NN	NN
_	30	45	und	KON	KON
_	30	46	Anleitung	NN	NN
_	30	47	gegeben	VVPP	VVPP
_	30	48	habe	VAFIN	VAFIN
_	30	49	.	$.	$.
_	31	1	will	VMFIN	VMFIN
_	31	2	demnach	PAV	PAV
_	31	3	im	APPRART	APPRART
_	31	4	Namen	NN	NN
_	31	5	Gottes	NN	NN
_	31	6	zum	APPRART	APPRART
_	31	7	Handel	NN	NN
VVINF	31	8	schreiten	VVFIN	VVINF
_	31	9	/	$(	$(
_	31	10	und	KON	KON
ADV	31	11	erstlich	ADV	ADJD
_	31	12	von	APPR	APPR
_	31	13	der	ART	ART
_	31	14	Natur	NN	NN
_	31	15	/	$(	$(
_	31	16	Art	NN	NN
_	31	17	und	KON	KON
_	31	18	Eigenschaft	NN	NN
_	31	19	/	$(	$(
_	31	20	oder	KON	KON
NN	31	21	Essentia	NN	NE
_	31	22	und	KON	KON
NN	31	23	Minera	NN	NE
_	31	24	,	$,	$,
_	31	25	daher	PAV	PAV
_	31	26	dieser	PDAT	PDAT
_	31	27	Brunnen	NN	NN
_	31	28	seine	PPOSAT	PPOSAT
_	31	29	Kraft	NN	NN
_	31	30	hat	VAFIN	VAFIN
_	31	31	/	$(	$(
VVINF	31	32	berichten	VVFIN	VVINF
_	31	33	/	$(	$(
_	31	34	zum	APPRART	APPRART
_	31	35	2.	ADJA	ADJA
_	31	36	/	$(	$(
PIS	31	37	was	PWS	PIS
_	31	38	von	APPR	APPR
_	31	39	der	ART	ART
_	31	40	Komplexion	NN	NN
_	31	41	oder	KON	KON
NN	31	42	Temperamento	NE	NN
_	31	43	und	KON	KON
_	31	44	Qualitäten	NN	NN
_	31	45	dieses	PDAT	PDAT
_	31	46	Brunnens	NN	NN
_	31	47	andeuten	VVINF	VVINF
_	31	48	/	$(	$(
_	31	49	zum	APPRART	APPRART
_	31	50	3.	ADJA	ADJA
_	31	51	seine	PPOSAT	PPOSAT
_	31	52	Kraft	NN	NN
_	31	53	und	KON	KON
_	31	54	Wirkungen	NN	NN
_	31	55	/	$(	$(
_	31	56	so	ADV	ADV
_	31	57	viel	ADV	ADV
_	31	58	mir	PPER	PPER
PDS	31	59	dieselben	PDAT	PDS
_	31	60	wissend	ADJD	ADJD
_	31	61	/	$(	$(
_	31	62	erzählen	VVINF	VVINF
_	31	63	/	$(	$(
_	31	64	und	KON	KON
_	31	65	letztlich	ADV	ADV
_	31	66	von	APPR	APPR
_	31	67	seinem	PPOSAT	PPOSAT
_	31	68	rechtmäßigen	ADJA	ADJA
_	31	69	/	$(	$(
_	31	70	heilsamen	ADJA	ADJA
_	31	71	/	$(	$(
_	31	72	und	KON	KON
_	31	73	nützlichen	ADJA	ADJA
_	31	74	Gebrauch	NN	NN
_	31	75	/	$(	$(
_	31	76	kurze	ADJA	ADJA
_	31	77	Erinnerung	NN	NN
_	31	78	tun	VVINF	VVINF
_	31	79	.	$.	$.
_	32	1	das	ART	ART
_	32	2	erste	ADJA	ADJA
_	32	3	Kapitel	NN	NN
_	32	4	.	$.	$.
_	33	1	von	APPR	APPR
_	33	2	der	ART	ART
_	33	3	Natur	NN	NN
_	33	4	/	$(	$(
_	33	5	oder	KON	KON
NN	33	6	Minera	NN	NE
_	33	7	und	KON	KON
NN	33	8	Essentia	NN	NE
_	33	9	dieses	PDAT	PDAT
_	33	10	Brunnens	NN	NN
_	33	11	.	$.	$.
_	34	1	anfänglich	ADJD	ADJD
_	34	2	wann	PWAV	PWAV
_	34	3	ein	ART	ART
_	34	4	Wasser	NN	NN
_	34	5	entweder	KON	KON
_	34	6	stark	ADJD	ADJD
_	34	7	reucht	VVFIN	VVFIN
_	34	8	/	$(	$(
_	34	9	oder	KON	KON
_	34	10	ist	VAFIN	VAFIN
ADJD	34	11	trübe	ADJA	ADJD
_	34	12	/	$(	$(
_	34	13	oder	KON	KON
ADJD	34	14	salzig	NE	ADJD
_	34	15	/	$(	$(
_	34	16	oder	KON	KON
_	34	17	sonsten	ADV	ADV
_	34	18	eine	ART	ART
_	34	19	zur	APPRART	APPRART
_	34	20	Arznei	NN	NN
_	34	21	dienende	ADJA	ADJA
_	34	22	Kraft	NN	NN
_	34	23	hat	VAFIN	VAFIN
_	34	24	/	$(	$(
_	34	25	so	ADV	ADV
_	34	26	heißt	VVFIN	VVFIN
_	34	27	es	PPER	PPER
_	34	28	der	ART	ART
_	34	29	fürnehme	ADJA	ADJA
_	34	30	Medikus	NN	NN
NE	34	31	Galenus	NN	NE
_	34	32	recht	ADJD	ADJD
_	34	33	und	KON	KON
_	34	34	wohl	ADV	ADV
_	34	35	nicht	PTKNEG	PTKNEG
_	34	36	nur	ADV	ADV
_	34	37	schlecht	ADJD	ADJD
_	34	38	sondern	KON	KON
_	34	39	ein	ART	ART
_	34	40	vermischtes	ADJA	ADJA
_	34	41	Wasser	NN	NN
_	34	42	.	$.	$.
_	35	1	nun	ADV	ADV
_	35	2	ist	VAFIN	VAFIN
_	35	3	dieser	PDAT	PDAT
_	35	4	Brunnen	NN	NN
ADV	35	5	etwas	PIS	ADV
ADJD	35	6	süßlicher	ADJA	ADJD
_	35	7	am	APPRART	APPRART
_	35	8	Geschmack	NN	NN
_	35	9	und	KON	KON
ADV	35	10	etwas	PIS	ADV
ADJD	35	11	pfülentzschichter	NE	ADJD
_	35	12	/	$(	$(
_	35	13	dann	ADV	ADV
PIAT	35	14	andere	ADJD	PIAT
ADJA	35	15	gemeine	ADJD	ADJA
_	35	16	Wasser	NN	NN
_	35	17	/	$(	$(
_	35	18	und	KON	KON
_	35	19	an	APPR	APPR
_	35	20	der	ART	ART
_	35	21	Farbe	NN	NN
ADV	35	22	etwas	PIS	ADV
_	35	23	trüber	ADJD	ADJD
_	35	24	und	KON	KON
_	35	25	fast	ADV	ADV
_	35	26	einem	ART	ART
_	35	27	Molken	NN	NN
ADJD	35	28	gleich	ADV	ADJD
_	35	29	/	$(	$(
_	35	30	wann	PWAV	PWAV
_	35	31	er	PPER	PPER
_	35	32	sich	PRF	PRF
_	35	33	nicht	PTKNEG	PTKNEG
_	35	34	abgeläutert	VVPP	VVPP
_	35	35	und	KON	KON
APPR	35	36	zu	PTKZU	APPR
_	35	37	Grunde	NN	NN
_	35	38	gesetzt	VVPP	VVPP
_	35	39	.	$.	$.
ADV	36	1	item	NN	ADV
_	36	2	wann	PWAV	PWAV
_	36	3	man	PIS	PIS
_	36	4	dessen	PDS	PDS
ADV	36	5	gleich	ADV	APPR
_	36	6	eine	ART	ART
_	36	7	gute	ADJA	ADJA
_	36	8	Notdurft	NN	NN
_	36	9	trinkt	VVFIN	VVFIN
_	36	10	/	$(	$(
_	36	11	so	ADV	ADV
_	36	12	fühlt	VVFIN	VVFIN
_	36	13	man	PIS	PIS
_	36	14	doch	ADV	ADV
_	36	15	in	APPR	APPR
NN	36	16	Hypochondriis	NE	NN
_	36	17	und	KON	KON
NN	36	18	Weichen	VVINF	NN
ADJD	36	19	leichtlich	ADJD	ADV
_	36	20	keine	PIAT	PIAT
_	36	21	Beschwerung	NN	NN
_	36	22	oder	KON	KON
_	36	23	Blähung	NN	NN
_	36	24	davon	PAV	PAV
_	36	25	.	$.	$.
_	37	1	zu	APPR	APPR
PDS	37	2	dem	ART	PDS
_	37	3	hält	VVFIN	VVFIN
_	37	4	er	PPER	PPER
_	37	5	sich	PRF	PRF
_	37	6	lange	ADV	ADV
_	37	7	/	$(	$(
_	37	8	dass	KOUS	KOUS
_	37	9	er	PPER	PPER
_	37	10	nicht	PTKNEG	PTKNEG
_	37	11	so	ADV	ADV
ADV	37	12	leichtlich	ADJD	ADV
ADJD	37	13	stinkend	VVPP	ADJD
_	37	14	wird	VAFIN	VAFIN
_	37	15	.	$.	$.
_	38	1	letztlich	ADV	ADV
_	38	2	so	ADV	ADV
_	38	3	hat	VAFIN	VAFIN
_	38	4	er	PPER	PPER
_	38	5	/	$(	$(
KOUS	38	6	wie	KOKOM	KOUS
_	38	7	die	ART	ART
_	38	8	Erfahrung	NN	NN
_	38	9	zeugt	VVFIN	VVFIN
_	38	10	/	$(	$(
_	38	11	so	ADV	ADV
_	38	12	viel	ADV	ADV
_	38	13	zur	APPRART	APPRART
_	38	14	Gesundheit	NN	NN
_	38	15	dienliche	ADJA	ADJA
_	38	16	Kräfte	NN	NN
_	38	17	und	KON	KON
_	38	18	Tugenden	NN	NN
_	38	19	/	$(	$(
_	38	20	dergleichen	PIS	PIS
_	38	21	ein	ART	ART
ADJA	38	22	schlechtes	ADJD	ADJA
_	38	23	Wasser	NN	NN
_	38	24	nicht	PTKNEG	PTKNEG
VAINF	38	25	haben	VAFIN	VAINF
